validTime,primary,primaryUnits,secondary,secondaryUnits,generatedTime
2025-11-06T08:00:00Z,8.41,ft,0.0488,kcfs,2025-11-06T09:09:07Z
2025-11-06T08:15:00Z,8.41,ft,0.0488,kcfs,2025-11-06T09:09:07Z
2025-11-06T08:30:00Z,8.4,ft,0.0479,kcfs,2025-11-06T09:09:07Z
2025-11-06T08:45:00Z,8.39,ft,0.047,kcfs,2025-11-06T09:09:07Z
2025-11-06T09:00:00Z,8.39,ft,0.047,kcfs,2025-11-06T10:09:06Z
2025-11-06T09:15:00Z,8.34,ft,0.0429,kcfs,2025-11-06T10:09:06Z
2025-11-06T09:30:00Z,8.32,ft,0.0414,kcfs,2025-11-06T10:09:06Z
2025-11-06T09:45:00Z,8.29,ft,0.0392,kcfs,2025-11-06T10:09:06Z
2025-11-06T10:00:00Z,8.26,ft,0.0371,kcfs,2025-11-06T11:09:07Z
2025-11-06T10:15:00Z,8.23,ft,0.0351,kcfs,2025-11-06T11:09:07Z
2025-11-06T10:30:00Z,8.2,ft,0.0332,kcfs,2025-11-06T11:09:07Z
2025-11-06T10:45:00Z,8.17,ft,0.0312,kcfs,2025-11-06T11:09:07Z
2025-11-06T11:00:00Z,8.13,ft,0.0282,kcfs,2025-11-06T12:09:07Z
2025-11-06T11:15:00Z,8.1,ft,0.0262,kcfs,2025-11-06T12:09:07Z
2025-11-06T11:30:00Z,8.07,ft,0.0243,kcfs,2025-11-06T12:09:07Z
2025-11-06T11:45:00Z,8.05,ft,0.0231,kcfs,2025-11-06T12:09:07Z
2025-11-06T12:00:00Z,8.02,ft,0.0214,kcfs,2025-11-06T13:09:07Z
2025-11-06T12:15:00Z,7.97,ft,0.0188,kcfs,2025-11-06T13:09:07Z
2025-11-06T12:30:00Z,7.94,ft,0.0174,kcfs,2025-11-06T13:09:07Z
2025-11-06T12:45:00Z,7.92,ft,0.0163,kcfs,2025-11-06T13:09:07Z
2025-11-06T13:00:00Z,7.9,ft,0.015,kcfs,2025-11-06T14:09:07Z
2025-11-06T13:15:00Z,7.89,ft,0.0143,kcfs,2025-11-06T14:09:07Z
2025-11-06T13:30:00Z,7.88,ft,0.0137,kcfs,2025-11-06T14:09:07Z
2025-11-06T13:45:00Z,7.88,ft,0.0137,kcfs,2025-11-06T14:09:07Z
2025-11-06T14:00:00Z,7.88,ft,0.0137,kcfs,2025-11-06T15:09:07Z
2025-11-06T14:15:00Z,7.87,ft,0.0132,kcfs,2025-11-06T15:09:07Z
2025-11-06T14:30:00Z,7.86,ft,0.0126,kcfs,2025-11-06T15:09:07Z
2025-11-06T14:45:00Z,7.87,ft,0.0132,kcfs,2025-11-06T15:09:07Z
2025-11-06T15:00:00Z,7.87,ft,0.0132,kcfs,2025-11-06T16:09:06Z
2025-11-06T15:15:00Z,7.88,ft,0.0137,kcfs,2025-11-06T16:09:06Z
2025-11-06T15:30:00Z,7.89,ft,0.0143,kcfs,2025-11-06T16:09:06Z
2025-11-06T15:45:00Z,7.92,ft,0.0163,kcfs,2025-11-06T16:09:06Z
2025-11-06T16:00:00Z,7.95,ft,0.0179,kcfs,2025-11-06T17:09:07Z
2025-11-06T16:15:00Z,7.96,ft,0.0184,kcfs,2025-11-06T17:09:07Z
2025-11-06T16:30:00Z,7.99,ft,0.0198,kcfs,2025-11-06T17:09:07Z
2025-11-06T16:45:00Z,8.01,ft,0.0209,kcfs,2025-11-06T17:09:07Z
2025-11-06T17:00:00Z,8.03,ft,0.0219,kcfs,2025-11-06T18:09:07Z
2025-11-06T17:15:00Z,8.05,ft,0.0231,kcfs,2025-11-06T18:09:07Z
2025-11-06T17:30:00Z,8.07,ft,0.0243,kcfs,2025-11-06T18:09:07Z
2025-11-06T17:45:00Z,8.08,ft,0.0249,kcfs,2025-11-06T18:09:07Z
2025-11-06T18:00:00Z,8.09,ft,0.0255,kcfs,2025-11-06T19:09:07Z
2025-11-06T18:15:00Z,8.11,ft,0.0269,kcfs,2025-11-06T19:09:07Z
2025-11-06T18:30:00Z,8.11,ft,0.0269,kcfs,2025-11-06T19:09:07Z
2025-11-06T18:45:00Z,8.15,ft,0.0297,kcfs,2025-11-06T19:09:07Z
2025-11-06T19:00:00Z,8.21,ft,0.0338,kcfs,2025-11-06T20:09:08Z
2025-11-06T19:15:00Z,8.28,ft,0.0385,kcfs,2025-11-06T20:09:08Z
2025-11-06T19:30:00Z,8.33,ft,0.0422,kcfs,2025-11-06T20:09:08Z
2025-11-06T19:45:00Z,8.36,ft,0.0445,kcfs,2025-11-06T20:09:08Z
2025-11-06T20:00:00Z,8.38,ft,0.0462,kcfs,2025-11-06T21:09:08Z
2025-11-06T20:15:00Z,8.39,ft,0.047,kcfs,2025-11-06T21:09:08Z
2025-11-06T20:30:00Z,8.4,ft,0.0479,kcfs,2025-11-06T21:09:08Z
2025-11-06T20:45:00Z,8.41,ft,0.0488,kcfs,2025-11-06T21:09:08Z
2025-11-06T21:00:00Z,8.45,ft,0.0525,kcfs,2025-11-06T22:09:07Z
2025-11-06T21:15:00Z,8.42,ft,0.0497,kcfs,2025-11-06T22:09:07Z
2025-11-06T21:30:00Z,8.41,ft,0.0488,kcfs,2025-11-06T22:09:07Z
2025-11-06T21:45:00Z,8.4,ft,0.0479,kcfs,2025-11-06T22:09:07Z
2025-11-06T22:00:00Z,8.4,ft,0.0479,kcfs,2025-11-06T23:09:09Z
2025-11-06T22:15:00Z,8.4,ft,0.0479,kcfs,2025-11-06T23:09:09Z
2025-11-06T22:30:00Z,8.4,ft,0.0479,kcfs,2025-11-06T23:09:09Z
2025-11-06T22:45:00Z,8.4,ft,0.0479,kcfs,2025-11-06T23:09:09Z
2025-11-06T23:00:00Z,8.39,ft,0.047,kcfs,2025-11-07T00:09:08Z
2025-11-06T23:15:00Z,8.38,ft,0.0462,kcfs,2025-11-07T00:09:08Z
2025-11-06T23:30:00Z,8.39,ft,0.047,kcfs,2025-11-07T00:09:08Z
2025-11-06T23:45:00Z,8.37,ft,0.0453,kcfs,2025-11-07T00:09:08Z
2025-11-07T00:00:00Z,8.39,ft,0.047,kcfs,2025-11-07T01:09:07Z
2025-11-07T00:15:00Z,8.37,ft,0.0453,kcfs,2025-11-07T01:09:07Z
2025-11-07T00:30:00Z,8.35,ft,0.0437,kcfs,2025-11-07T01:09:07Z
2025-11-07T00:45:00Z,8.35,ft,0.0437,kcfs,2025-11-07T01:09:07Z
2025-11-07T01:00:00Z,8.35,ft,0.0437,kcfs,2025-11-07T02:09:07Z
2025-11-07T01:15:00Z,8.34,ft,0.0429,kcfs,2025-11-07T02:09:07Z
2025-11-07T01:30:00Z,8.33,ft,0.0422,kcfs,2025-11-07T02:09:07Z
2025-11-07T01:45:00Z,8.33,ft,0.0422,kcfs,2025-11-07T02:09:07Z
2025-11-07T02:00:00Z,8.36,ft,0.0445,kcfs,2025-11-07T03:09:07Z
2025-11-07T02:15:00Z,8.32,ft,0.0414,kcfs,2025-11-07T03:09:07Z
2025-11-07T02:30:00Z,8.33,ft,0.0422,kcfs,2025-11-07T03:09:07Z
2025-11-07T02:45:00Z,8.33,ft,0.0422,kcfs,2025-11-07T03:09:07Z
2025-11-07T03:00:00Z,8.33,ft,0.0422,kcfs,2025-11-07T04:09:06Z
2025-11-07T03:15:00Z,8.33,ft,0.0422,kcfs,2025-11-07T04:09:06Z
2025-11-07T03:30:00Z,8.32,ft,0.0414,kcfs,2025-11-07T04:09:06Z
2025-11-07T03:45:00Z,8.33,ft,0.0422,kcfs,2025-11-07T04:09:06Z
2025-11-07T04:00:00Z,8.34,ft,0.0429,kcfs,2025-11-07T05:09:07Z
2025-11-07T04:15:00Z,8.35,ft,0.0437,kcfs,2025-11-07T05:09:07Z
2025-11-07T04:30:00Z,8.36,ft,0.0445,kcfs,2025-11-07T05:09:07Z
2025-11-07T04:45:00Z,8.36,ft,0.0445,kcfs,2025-11-07T05:09:07Z
2025-11-07T05:00:00Z,8.37,ft,0.0453,kcfs,2025-11-07T06:09:07Z
2025-11-07T05:15:00Z,8.38,ft,0.0462,kcfs,2025-11-07T06:09:07Z
2025-11-07T05:30:00Z,8.39,ft,0.047,kcfs,2025-11-07T06:09:07Z
2025-11-07T05:45:00Z,8.4,ft,0.0479,kcfs,2025-11-07T06:09:07Z
2025-11-07T06:00:00Z,8.4,ft,0.0479,kcfs,2025-11-07T07:09:07Z
2025-11-07T06:15:00Z,8.41,ft,0.0488,kcfs,2025-11-07T07:09:07Z
2025-11-07T06:30:00Z,8.42,ft,0.0497,kcfs,2025-11-07T07:09:07Z
2025-11-07T06:45:00Z,8.42,ft,0.0497,kcfs,2025-11-07T07:09:07Z
2025-11-07T07:00:00Z,8.42,ft,0.0497,kcfs,2025-11-07T08:09:08Z
2025-11-07T07:15:00Z,8.41,ft,0.0488,kcfs,2025-11-07T08:09:08Z
2025-11-07T07:30:00Z,8.4,ft,0.0479,kcfs,2025-11-07T08:09:08Z
2025-11-07T07:45:00Z,8.4,ft,0.0479,kcfs,2025-11-07T08:09:08Z
2025-11-07T08:00:00Z,8.39,ft,0.047,kcfs,2025-11-07T09:09:07Z
2025-11-07T08:15:00Z,8.38,ft,0.0462,kcfs,2025-11-07T09:09:07Z
2025-11-07T08:30:00Z,8.37,ft,0.0453,kcfs,2025-11-07T09:09:07Z
2025-11-07T08:45:00Z,8.36,ft,0.0445,kcfs,2025-11-07T09:09:07Z
2025-11-07T09:00:00Z,8.34,ft,0.0429,kcfs,2025-11-07T10:09:06Z
2025-11-07T09:15:00Z,8.32,ft,0.0414,kcfs,2025-11-07T10:09:06Z
2025-11-07T09:30:00Z,8.3,ft,0.0399,kcfs,2025-11-07T10:09:06Z
2025-11-07T09:45:00Z,8.28,ft,0.0385,kcfs,2025-11-07T10:09:06Z
2025-11-07T10:00:00Z,8.25,ft,0.0364,kcfs,2025-11-07T11:09:07Z
2025-11-07T10:15:00Z,8.22,ft,0.0345,kcfs,2025-11-07T11:09:07Z
2025-11-07T10:30:00Z,8.21,ft,0.0338,kcfs,2025-11-07T11:09:07Z
2025-11-07T10:45:00Z,8.17,ft,0.0312,kcfs,2025-11-07T11:09:07Z
2025-11-07T11:00:00Z,8.13,ft,0.0282,kcfs,2025-11-07T12:09:08Z
2025-11-07T11:15:00Z,8.11,ft,0.0269,kcfs,2025-11-07T12:09:08Z
2025-11-07T11:30:00Z,8.08,ft,0.0249,kcfs,2025-11-07T12:09:08Z
2025-11-07T11:45:00Z,8.05,ft,0.0231,kcfs,2025-11-07T12:09:08Z
2025-11-07T12:00:00Z,8.02,ft,0.0214,kcfs,2025-11-07T13:09:06Z
2025-11-07T12:15:00Z,7.98,ft,0.0193,kcfs,2025-11-07T13:09:06Z
2025-11-07T12:30:00Z,7.95,ft,0.0179,kcfs,2025-11-07T13:09:06Z
2025-11-07T12:45:00Z,7.91,ft,0.0156,kcfs,2025-11-07T13:09:06Z
2025-11-07T13:00:00Z,7.89,ft,0.0143,kcfs,2025-11-07T14:09:07Z
2025-11-07T13:15:00Z,7.88,ft,0.0137,kcfs,2025-11-07T14:09:07Z
2025-11-07T13:30:00Z,7.87,ft,0.0132,kcfs,2025-11-07T14:09:07Z
2025-11-07T13:45:00Z,7.86,ft,0.0126,kcfs,2025-11-07T14:09:07Z
2025-11-07T14:00:00Z,7.85,ft,0.0121,kcfs,2025-11-07T15:09:07Z
2025-11-07T14:15:00Z,7.85,ft,0.0121,kcfs,2025-11-07T15:09:07Z
2025-11-07T14:30:00Z,7.84,ft,0.0116,kcfs,2025-11-07T15:09:07Z
2025-11-07T14:45:00Z,7.84,ft,0.0116,kcfs,2025-11-07T15:09:07Z
2025-11-07T15:00:00Z,7.85,ft,0.0121,kcfs,2025-11-07T16:09:07Z
2025-11-07T15:15:00Z,7.87,ft,0.0132,kcfs,2025-11-07T16:09:07Z
2025-11-07T15:30:00Z,7.89,ft,0.0143,kcfs,2025-11-07T16:09:07Z
2025-11-07T15:45:00Z,7.91,ft,0.0156,kcfs,2025-11-07T16:09:07Z
2025-11-07T16:00:00Z,7.93,ft,0.017,kcfs,2025-11-07T17:09:07Z
2025-11-07T16:15:00Z,7.96,ft,0.0184,kcfs,2025-11-07T17:09:07Z
2025-11-07T16:30:00Z,7.98,ft,0.0193,kcfs,2025-11-07T17:09:07Z
2025-11-07T16:45:00Z,8,ft,0.0203,kcfs,2025-11-07T17:09:07Z
2025-11-07T17:00:00Z,8.05,ft,0.0231,kcfs,2025-11-07T18:09:07Z
2025-11-07T17:15:00Z,8.04,ft,0.0225,kcfs,2025-11-07T18:09:07Z
2025-11-07T17:30:00Z,8.06,ft,0.0237,kcfs,2025-11-07T18:09:07Z
2025-11-07T17:45:00Z,8.08,ft,0.0249,kcfs,2025-11-07T18:09:07Z
2025-11-07T18:00:00Z,8.09,ft,0.0255,kcfs,2025-11-07T19:09:07Z
2025-11-07T18:15:00Z,8.11,ft,0.0269,kcfs,2025-11-07T19:09:07Z
2025-11-07T18:30:00Z,8.11,ft,0.0269,kcfs,2025-11-07T19:09:07Z
2025-11-07T18:45:00Z,8.15,ft,0.0297,kcfs,2025-11-07T19:09:07Z
2025-11-07T19:00:00Z,8.24,ft,0.0358,kcfs,2025-11-07T20:09:07Z
2025-11-07T19:15:00Z,8.29,ft,0.0392,kcfs,2025-11-07T20:09:07Z
2025-11-07T19:30:00Z,8.34,ft,0.0429,kcfs,2025-11-07T20:09:07Z
2025-11-07T19:45:00Z,8.38,ft,0.0462,kcfs,2025-11-07T20:09:07Z
2025-11-07T20:00:00Z,8.41,ft,0.0488,kcfs,2025-11-07T21:09:07Z
2025-11-07T20:15:00Z,8.43,ft,0.0506,kcfs,2025-11-07T21:09:07Z
2025-11-07T20:30:00Z,8.44,ft,0.0515,kcfs,2025-11-07T21:09:07Z
2025-11-07T20:45:00Z,8.45,ft,0.0525,kcfs,2025-11-07T21:09:07Z
2025-11-07T21:00:00Z,8.46,ft,0.0535,kcfs,2025-11-07T22:09:08Z
2025-11-07T21:15:00Z,8.46,ft,0.0535,kcfs,2025-11-07T22:09:08Z
2025-11-07T21:30:00Z,8.47,ft,0.0545,kcfs,2025-11-07T22:09:08Z
2025-11-07T21:45:00Z,8.46,ft,0.0535,kcfs,2025-11-07T22:09:08Z
2025-11-07T22:00:00Z,8.46,ft,0.0535,kcfs,2025-11-07T23:09:07Z
2025-11-07T22:15:00Z,8.45,ft,0.0525,kcfs,2025-11-07T23:09:07Z
2025-11-07T22:30:00Z,8.45,ft,0.0525,kcfs,2025-11-07T23:09:07Z
2025-11-07T22:45:00Z,8.44,ft,0.0515,kcfs,2025-11-07T23:09:07Z
2025-11-07T23:00:00Z,8.44,ft,0.0515,kcfs,2025-11-08T00:09:07Z
2025-11-07T23:15:00Z,8.44,ft,0.0515,kcfs,2025-11-08T00:09:07Z
2025-11-07T23:30:00Z,8.44,ft,0.0515,kcfs,2025-11-08T00:09:07Z
2025-11-07T23:45:00Z,8.43,ft,0.0506,kcfs,2025-11-08T00:09:07Z
2025-11-08T00:00:00Z,8.43,ft,0.0506,kcfs,2025-11-08T01:09:08Z
2025-11-08T00:15:00Z,8.41,ft,0.0488,kcfs,2025-11-08T01:09:08Z
2025-11-08T00:30:00Z,8.39,ft,0.047,kcfs,2025-11-08T01:09:08Z
2025-11-08T00:45:00Z,8.38,ft,0.0462,kcfs,2025-11-08T01:09:08Z
2025-11-08T01:00:00Z,8.36,ft,0.0445,kcfs,2025-11-08T02:09:08Z
2025-11-08T01:15:00Z,8.36,ft,0.0445,kcfs,2025-11-08T02:09:08Z
2025-11-08T01:30:00Z,8.35,ft,0.0437,kcfs,2025-11-08T02:09:08Z
2025-11-08T01:45:00Z,8.35,ft,0.0437,kcfs,2025-11-08T02:09:08Z
2025-11-08T02:00:00Z,8.35,ft,0.0437,kcfs,2025-11-08T03:09:07Z
2025-11-08T02:15:00Z,8.34,ft,0.0429,kcfs,2025-11-08T03:09:07Z
2025-11-08T02:30:00Z,8.34,ft,0.0429,kcfs,2025-11-08T03:09:07Z
2025-11-08T02:45:00Z,8.34,ft,0.0429,kcfs,2025-11-08T03:09:07Z
2025-11-08T03:00:00Z,8.33,ft,0.0422,kcfs,2025-11-08T03:09:07Z
2025-11-08T03:15:00Z,8.33,ft,0.0422,kcfs,2025-11-08T04:09:06Z
2025-11-08T03:30:00Z,8.33,ft,0.0422,kcfs,2025-11-08T04:09:06Z
2025-11-08T03:45:00Z,8.33,ft,0.0422,kcfs,2025-11-08T04:09:06Z
2025-11-08T04:00:00Z,8.32,ft,0.0414,kcfs,2025-11-08T05:09:07Z
2025-11-08T04:15:00Z,8.33,ft,0.0422,kcfs,2025-11-08T05:09:07Z
2025-11-08T04:30:00Z,8.33,ft,0.0422,kcfs,2025-11-08T05:09:07Z
2025-11-08T04:45:00Z,8.33,ft,0.0422,kcfs,2025-11-08T05:09:07Z
2025-11-08T05:00:00Z,8.33,ft,0.0422,kcfs,2025-11-08T06:09:07Z
2025-11-08T05:15:00Z,8.34,ft,0.0429,kcfs,2025-11-08T06:09:07Z
2025-11-08T05:30:00Z,8.34,ft,0.0429,kcfs,2025-11-08T06:09:07Z
2025-11-08T05:45:00Z,8.35,ft,0.0437,kcfs,2025-11-08T06:09:07Z
2025-11-08T06:00:00Z,8.34,ft,0.0429,kcfs,2025-11-08T07:09:07Z
2025-11-08T06:15:00Z,8.34,ft,0.0429,kcfs,2025-11-08T07:09:07Z
2025-11-08T06:30:00Z,8.33,ft,0.0422,kcfs,2025-11-08T07:09:07Z
2025-11-08T06:45:00Z,8.33,ft,0.0422,kcfs,2025-11-08T07:09:07Z
2025-11-08T07:00:00Z,8.33,ft,0.0422,kcfs,2025-11-08T08:09:07Z
2025-11-08T07:15:00Z,8.32,ft,0.0414,kcfs,2025-11-08T08:09:07Z
2025-11-08T07:30:00Z,8.32,ft,0.0414,kcfs,2025-11-08T08:09:07Z
2025-11-08T07:45:00Z,8.31,ft,0.0406,kcfs,2025-11-08T08:09:07Z
2025-11-08T08:00:00Z,8.29,ft,0.0392,kcfs,2025-11-08T09:09:06Z
2025-11-08T08:15:00Z,8.28,ft,0.0385,kcfs,2025-11-08T09:09:06Z
2025-11-08T08:30:00Z,8.28,ft,0.0385,kcfs,2025-11-08T09:09:06Z
2025-11-08T08:45:00Z,8.27,ft,0.0378,kcfs,2025-11-08T09:09:06Z
2025-11-08T09:00:00Z,8.25,ft,0.0364,kcfs,2025-11-08T10:09:08Z
2025-11-08T09:15:00Z,8.22,ft,0.0345,kcfs,2025-11-08T10:09:08Z
2025-11-08T09:30:00Z,8.21,ft,0.0338,kcfs,2025-11-08T10:09:08Z
2025-11-08T09:45:00Z,8.19,ft,0.0326,kcfs,2025-11-08T10:09:08Z
2025-11-08T10:00:00Z,8.17,ft,0.0312,kcfs,2025-11-08T11:09:06Z
2025-11-08T10:15:00Z,8.15,ft,0.0297,kcfs,2025-11-08T11:09:06Z
2025-11-08T10:30:00Z,8.12,ft,0.0275,kcfs,2025-11-08T11:09:06Z
2025-11-08T10:45:00Z,8.1,ft,0.0262,kcfs,2025-11-08T11:09:06Z
2025-11-08T11:00:00Z,8.09,ft,0.0255,kcfs,2025-11-08T12:09:07Z
2025-11-08T11:15:00Z,8.06,ft,0.0237,kcfs,2025-11-08T12:09:07Z
2025-11-08T11:30:00Z,8.05,ft,0.0231,kcfs,2025-11-08T12:09:07Z
2025-11-08T11:45:00Z,8.03,ft,0.0219,kcfs,2025-11-08T12:09:07Z
2025-11-08T12:00:00Z,8,ft,0.0203,kcfs,2025-11-08T13:09:06Z
2025-11-08T12:15:00Z,7.98,ft,0.0193,kcfs,2025-11-08T13:09:06Z
2025-11-08T12:30:00Z,7.94,ft,0.0174,kcfs,2025-11-08T13:09:06Z
2025-11-08T12:45:00Z,7.92,ft,0.0163,kcfs,2025-11-08T13:09:06Z
2025-11-08T13:00:00Z,7.9,ft,0.015,kcfs,2025-11-08T14:09:07Z
2025-11-08T13:15:00Z,7.89,ft,0.0143,kcfs,2025-11-08T14:09:07Z
2025-11-08T13:30:00Z,7.88,ft,0.0137,kcfs,2025-11-08T14:09:07Z
2025-11-08T13:45:00Z,7.87,ft,0.0132,kcfs,2025-11-08T14:09:07Z
2025-11-08T14:00:00Z,7.87,ft,0.0132,kcfs,2025-11-08T15:09:07Z
2025-11-08T14:15:00Z,7.86,ft,0.0126,kcfs,2025-11-08T15:09:07Z
2025-11-08T14:30:00Z,7.86,ft,0.0126,kcfs,2025-11-08T15:09:07Z
2025-11-08T14:45:00Z,7.85,ft,0.0121,kcfs,2025-11-08T15:09:07Z
2025-11-08T15:00:00Z,7.84,ft,0.0116,kcfs,2025-11-08T16:09:07Z
2025-11-08T15:15:00Z,7.84,ft,0.0116,kcfs,2025-11-08T16:09:07Z
2025-11-08T15:30:00Z,7.85,ft,0.0121,kcfs,2025-11-08T16:09:07Z
2025-11-08T15:45:00Z,7.86,ft,0.0126,kcfs,2025-11-08T16:09:07Z
2025-11-08T16:00:00Z,7.86,ft,0.0126,kcfs,2025-11-08T17:09:08Z
2025-11-08T16:15:00Z,7.87,ft,0.0132,kcfs,2025-11-08T17:09:08Z
2025-11-08T16:30:00Z,7.89,ft,0.0143,kcfs,2025-11-08T17:09:08Z
2025-11-08T16:45:00Z,7.91,ft,0.0156,kcfs,2025-11-08T17:09:08Z
2025-11-08T17:00:00Z,7.93,ft,0.017,kcfs,2025-11-08T18:09:07Z
2025-11-08T17:15:00Z,7.96,ft,0.0184,kcfs,2025-11-08T18:09:07Z
2025-11-08T17:30:00Z,7.97,ft,0.0188,kcfs,2025-11-08T18:09:07Z
2025-11-08T17:45:00Z,8,ft,0.0203,kcfs,2025-11-08T18:09:07Z
2025-11-08T18:00:00Z,8.02,ft,0.0214,kcfs,2025-11-08T19:09:07Z
2025-11-08T18:15:00Z,8.05,ft,0.0231,kcfs,2025-11-08T19:09:07Z
2025-11-08T18:30:00Z,8.08,ft,0.0249,kcfs,2025-11-08T19:09:07Z
2025-11-08T18:45:00Z,8.11,ft,0.0269,kcfs,2025-11-08T19:09:07Z
2025-11-08T19:00:00Z,8.13,ft,0.0282,kcfs,2025-11-08T20:09:08Z
2025-11-08T19:15:00Z,8.15,ft,0.0297,kcfs,2025-11-08T20:09:08Z
2025-11-08T19:30:00Z,8.16,ft,0.0304,kcfs,2025-11-08T20:09:08Z
2025-11-08T19:45:00Z,8.17,ft,0.0312,kcfs,2025-11-08T20:09:08Z
2025-11-08T20:00:00Z,8.2,ft,0.0332,kcfs,2025-11-08T21:09:07Z
2025-11-08T20:15:00Z,8.24,ft,0.0358,kcfs,2025-11-08T21:09:07Z
2025-11-08T20:30:00Z,8.32,ft,0.0414,kcfs,2025-11-08T21:09:07Z
2025-11-08T20:45:00Z,8.38,ft,0.0462,kcfs,2025-11-08T21:09:07Z
2025-11-08T21:00:00Z,8.45,ft,0.0525,kcfs,2025-11-08T22:09:08Z
2025-11-08T21:15:00Z,8.48,ft,0.0555,kcfs,2025-11-08T22:09:08Z
2025-11-08T21:30:00Z,8.52,ft,0.0597,kcfs,2025-11-08T22:09:08Z
2025-11-08T21:45:00Z,8.54,ft,0.0619,kcfs,2025-11-08T22:09:08Z
2025-11-08T22:00:00Z,8.56,ft,0.0641,kcfs,2025-11-08T23:09:07Z
2025-11-08T22:15:00Z,8.57,ft,0.0652,kcfs,2025-11-08T23:09:07Z
2025-11-08T22:30:00Z,8.57,ft,0.0652,kcfs,2025-11-08T23:09:07Z
2025-11-08T22:45:00Z,8.58,ft,0.0663,kcfs,2025-11-08T23:09:07Z
2025-11-08T23:00:00Z,8.59,ft,0.0674,kcfs,2025-11-09T00:09:07Z
2025-11-08T23:15:00Z,8.58,ft,0.0663,kcfs,2025-11-09T00:09:07Z
2025-11-08T23:30:00Z,8.59,ft,0.0674,kcfs,2025-11-09T00:09:07Z
2025-11-08T23:45:00Z,8.58,ft,0.0663,kcfs,2025-11-09T00:09:07Z
2025-11-09T00:00:00Z,8.58,ft,0.0663,kcfs,2025-11-09T01:09:07Z
2025-11-09T00:15:00Z,8.56,ft,0.0641,kcfs,2025-11-09T01:09:07Z
2025-11-09T00:30:00Z,8.55,ft,0.063,kcfs,2025-11-09T01:09:07Z
2025-11-09T00:45:00Z,8.55,ft,0.063,kcfs,2025-11-09T01:09:07Z
2025-11-09T01:00:00Z,8.54,ft,0.0619,kcfs,2025-11-09T02:09:08Z
2025-11-09T01:15:00Z,8.53,ft,0.0608,kcfs,2025-11-09T02:09:08Z
2025-11-09T01:30:00Z,8.53,ft,0.0608,kcfs,2025-11-09T02:09:08Z
2025-11-09T01:45:00Z,8.52,ft,0.0597,kcfs,2025-11-09T02:09:08Z
2025-11-09T02:00:00Z,8.51,ft,0.0586,kcfs,2025-11-09T03:09:07Z
2025-11-09T02:15:00Z,8.49,ft,0.0565,kcfs,2025-11-09T03:09:07Z
2025-11-09T02:30:00Z,8.5,ft,0.0575,kcfs,2025-11-09T03:09:07Z
2025-11-09T02:45:00Z,8.48,ft,0.0555,kcfs,2025-11-09T03:09:07Z
2025-11-09T03:00:00Z,8.48,ft,0.0555,kcfs,2025-11-09T03:09:07Z
2025-11-09T03:15:00Z,8.47,ft,0.0545,kcfs,2025-11-09T04:09:07Z
2025-11-09T03:30:00Z,8.46,ft,0.0535,kcfs,2025-11-09T04:09:07Z
2025-11-09T03:45:00Z,8.46,ft,0.0535,kcfs,2025-11-09T04:09:07Z
2025-11-09T04:00:00Z,8.45,ft,0.0525,kcfs,2025-11-09T05:09:07Z
2025-11-09T04:15:00Z,8.45,ft,0.0525,kcfs,2025-11-09T05:09:07Z
2025-11-09T04:30:00Z,8.45,ft,0.0525,kcfs,2025-11-09T05:09:07Z
2025-11-09T04:45:00Z,8.44,ft,0.0515,kcfs,2025-11-09T05:09:07Z
2025-11-09T05:00:00Z,8.43,ft,0.0506,kcfs,2025-11-09T06:09:07Z
2025-11-09T05:15:00Z,8.42,ft,0.0497,kcfs,2025-11-09T06:09:07Z
2025-11-09T05:30:00Z,8.42,ft,0.0497,kcfs,2025-11-09T06:09:07Z
2025-11-09T05:45:00Z,8.42,ft,0.0497,kcfs,2025-11-09T06:09:07Z
2025-11-09T06:00:00Z,8.41,ft,0.0488,kcfs,2025-11-09T07:09:07Z
2025-11-09T06:15:00Z,8.41,ft,0.0488,kcfs,2025-11-09T07:09:07Z
2025-11-09T06:30:00Z,8.4,ft,0.0479,kcfs,2025-11-09T07:09:07Z
2025-11-09T06:45:00Z,8.4,ft,0.0479,kcfs,2025-11-09T07:09:07Z
2025-11-09T07:00:00Z,8.39,ft,0.047,kcfs,2025-11-09T08:09:07Z
2025-11-09T07:15:00Z,8.38,ft,0.0462,kcfs,2025-11-09T08:09:07Z
2025-11-09T07:30:00Z,8.38,ft,0.0462,kcfs,2025-11-09T08:09:07Z
2025-11-09T07:45:00Z,8.36,ft,0.0445,kcfs,2025-11-09T08:09:07Z
2025-11-09T08:00:00Z,8.35,ft,0.0437,kcfs,2025-11-09T09:09:07Z
2025-11-09T08:15:00Z,8.33,ft,0.0422,kcfs,2025-11-09T09:09:07Z
2025-11-09T08:30:00Z,8.32,ft,0.0414,kcfs,2025-11-09T09:09:07Z
2025-11-09T08:45:00Z,8.32,ft,0.0414,kcfs,2025-11-09T09:09:07Z
2025-11-09T09:00:00Z,8.3,ft,0.0399,kcfs,2025-11-09T10:09:08Z
2025-11-09T09:15:00Z,8.29,ft,0.0392,kcfs,2025-11-09T10:09:08Z
2025-11-09T09:30:00Z,8.27,ft,0.0378,kcfs,2025-11-09T10:09:08Z
2025-11-09T09:45:00Z,8.24,ft,0.0358,kcfs,2025-11-09T10:09:08Z
2025-11-09T10:00:00Z,8.22,ft,0.0345,kcfs,2025-11-09T11:09:07Z
